Name;Aktuierung Bein 1;;;;;;Aktuierung Bein 2;;;;;;Aktuierung Bein 3;;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3RRPRRR14V7G1P10A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P10A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P1A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P2A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P2A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P3A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P3A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P8A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P8A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P9A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G1P9A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P10A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P10A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P1A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P1A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P2A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P2A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P3A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P3A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P8A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P8A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P9A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G2P9A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P10A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P10A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P1A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P1A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P2A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P2A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P3A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P3A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P8A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P8A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P9A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G3P9A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P10A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P10A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P1A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P1A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P2A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P2A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P3A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P3A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P8A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P8A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P9A1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;aaaa
P3RRPRRR14V7G4P9A2;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;aaaa
